Name,City,Venue,Quote1,Quote2,Occasion,MatchConfidence,DuplicateFlag,VenueID,FoodboardID,Cuisine,RawVenue,TranscriptFile,match_1,score_1,match_2,score_2,match_3,score_3
Alejandro Huerta,Sydney,Diggy Doo's Coffee (transcribed as 'diggidus'),It's a bit hidden. They are really good at what they do. Pure espresso.,"The batch coffees they have, it's amazing. Fat coffees from Colombia, from Brazil, from Mexico.",coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ1NQ==,,Coffee,diggidus,Alejandro Huerta_IG_V3.docx,,,,,,
Alejandro Huerta,Sydney,MyFlowerMan,"Really good food, good snacks, amazing products, all the techniques.","Then you can also have really good beers. I had a cider, the one I had from there was simply delicious.",,fuzzy_low,,,,,out our door at White Flower,Alejandro Huerta_IG_V3.docx,MyFlowerMan,55,White Cockatoo Hotel,55,Eat at RoBs,52
Alejandro Huerta,Sydney,The Waratah (transcribed as 'the guarata'),"I always look for places that have good food, where the thing has a really good chef.","Something is going like a burger or my favorite, which is pallet with potatoes on top.",,corrected,,venue.QVVTLk5TVy4xMDAwNjU2NA==,,,the guarata,Alejandro Huerta_IG_V3.docx,,,,,,
Alejandro Huerta,Sydney,Continental Deli Bar Bistro (transcribed as 'content'),"It's my go-to place. Always services very friendly, easy going.","It's like going to your friend's house and having just a really, really good time.",,corrected,,venue.QVVTLk5TVy4xMDAwNjMzOA==,,European,content,Alejandro Huerta_IG_V3.docx,,,,,,
Alejandro Saravia,Melbourne,Warabi,"Ajim is doing a great take on Japanese, New York style, very elevated Japanese cuisine.","With a twist of a DJ on as well, so it's pretty groovy. In the W Hotel.",fine dining,high,,venue.QVVTLlZJQy4xMDAwNjI1Ng==,foodboard.QWxlamFuZHJvIFNhcmF2aWE=,Japanese,Warabi,Alejandro Saravia.docx,,,,,,
Alejandro Saravia,Melbourne,Market Lane Coffee - Queen Victoria Market (transcribed as 'market lane'),"It's an institution now in Melbourne, the coffee capital of Australia.","I go directly to South Melbourne Market to buy their produce, but they have a coffee shop there.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTk5OA==,foodboard.QWxlamFuZHJvIFNhcmF2aWE=,Coffee,market lane,Alejandro Saravia.docx,,,,,,
Alejandro Saravia,Melbourne,Bar Idda (transcribed as 'Barida'),"A really good Italian restaurant, but not your usual Italian. Delicious, great, simple, honest wine list.",A great environment.,,corrected,,venue.QVVTLlZJQy4xMDAwMjQyMQ==,foodboard.QWxlamFuZHJvIFNhcmF2aWE=,Italian,Barida,Alejandro Saravia.docx,,,,,,
Alejandro Saravia,Melbourne,Above Board (transcribed as 'a bar board'),Always ending the night at Above Board. The cocktails are very innovative.,"The hospitality that they deliver there, it's great service, delicious cocktails.",,corrected,,venue.QVVTLlZJQy4xMDAwNTc0Ng==,foodboard.QWxlamFuZHJvIFNhcmF2aWE=,Cocktail,a bar board,Alejandro Saravia.docx,,,,,,
Alejandro Saravia,Melbourne,Old Palm Liquor (transcribed as 'Opam Licker'),I love the fact that they work with Open Fire. The atmosphere is great.,"They have a beautiful backyard as well, food is delicious.",,corrected,,venue.QVVTLlZJQy4xMDAwMjQxNA==,foodboard.QWxlamFuZHJvIFNhcmF2aWE=,Modern Australian,Opam Licker,Alejandro Saravia.docx,,,,,,
Aleksis Kalnins,Melbourne,France-Soir (transcribed as 'Friends were in South Korea'),"It was vibing, hustling, bustling. They were speaking French, yelling across the room.",Ordering espresso from one side of the room.,,corrected,,venue.QVVTLlZJQy4xMDAwNDkwMQ==,foodboard.-VqDH9boZJyvqXqQhuKWs,French,Friends were in South Korea,Aleksis Kalnins_V3.docx,,,,,,
Aleksis Kalnins,Melbourne,Tarts Anon (transcribed as 'Tart's known in Collinworth'),You get my morning coffee. Maybe a little tart to go.,"Sometimes he does the savoury one. Corn, jalapeno, and some sort of cheese with crumb.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjEzNA==,foodboard.-VqDH9boZJyvqXqQhuKWs,,Tart's known in Collinworth,Aleksis Kalnins_V3.docx,,,,,,
Aleksis Kalnins,Melbourne,Panacea (transcribed as 'Penacea bar in Collinworth'),No one really knows about it. It used to be called thank you bar. The owners are absolute legends.,The back area has these fluoro Tokyo Drift neon steps. It's good for the Instagram.,,corrected,,venue.QVVTLlZJQy4xMDAwNzg1Ng==,foodboard.-VqDH9boZJyvqXqQhuKWs,Cocktail,Penacea bar in Collinworth,Aleksis Kalnins_V3.docx,,,,,,
Aleksis Kalnins,Melbourne,Frankie's Tortas and Tacos (transcribed as 'Tortoise and tacos'),"One of my favourite restaurants. You get the happy hour, $10 a month, $20 for a torta.","I just stuff fries in mine. And then eat it like, it's sort of my fate.",,corrected,,venue.QVVTLlZJQy4xMDAwNTg5OA==,foodboard.-VqDH9boZJyvqXqQhuKWs,Mexican,Tortoise and tacos,Aleksis Kalnins_V3.docx,,,,,,
Aleksis Kalnins,Melbourne,The Drunken Poet (transcribed as 'They're drunk and polar'),Near the Victoria Market. Sometimes they do this sea shanty sing along.,You can get drunk and then start singing to sea shanties.,,corrected,,venue.QVVTLlZJQy4xMDAwNjE0Nw==,foodboard.-VqDH9boZJyvqXqQhuKWs,,They're drunk and polar,Aleksis Kalnins_V3.docx,,,,,,
Alex Kaew,Melbourne,Serai (transcribed as 'Say right kitchen'),"They cook the food and meat the real good fire, they let the nature do the work.","I always have chocolate calamares with the spicy laconicana jar, impeccable flavor.",,corrected,,venue.QVVTLlZJQy4xMDAwNjA5OQ==,foodboard.h5USbPl8Ojmw3OsMwG_hf,Filipino,Say right kitchen,Ales Kaew_V2.docx,,,,,,
Alex Kaew,Melbourne,Auction Rooms (transcribed as 'Auction room in North Melbourne'),Make my mornings magical. I have been like sipping coffee there over 10 years.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjIyNg==,foodboard.h5USbPl8Ojmw3OsMwG_hf,Coffee | Brunch,Auction room in North Melbourne,Ales Kaew_V2.docx,,,,,,
Alex Kaew,Melbourne,Zawaddi Thai Cafe & Restaurant (transcribed as 'Sawadi'),On the Ebayke Street collection of your favorite Thai dishes in one place.,Like comfort food you have in Thailand.,,corrected,,venue.QVVTLlZJQy4xMDAwNzg4OA==,foodboard.h5USbPl8Ojmw3OsMwG_hf,Thai,Sawadi,Ales Kaew_V2.docx,,,,,,
Alex Kaew,Melbourne,Longsong (transcribed as 'Long song'),"Beautiful lanterns floating overhead, historic building floors, you feel like in Thailand.",The bar food and the cocktails is top-notch.,,corrected,,venue.QVVTLlZJQy4xMDAwNzg4OQ==,foodboard.h5USbPl8Ojmw3OsMwG_hf,Cocktail | Thai,Long song,Ales Kaew_V2.docx,,,,,,
Alex Kaew,Melbourne,True North,"It's on style. North East ball flavor, full of salt in the food, packs every night.",,,fuzzy_low,,,,,nana mukatha,Ales Kaew_V2.docx,True North,65,King of the Roast,62,Maha East,62
Alex Kaew,Melbourne,Mr. Miyagi (transcribed as 'Mr Miyaki'),On Chapel Street. It's something tiger. It's the next level.,I love the way they cook the Japanese food with the friend cooking technique in some most creative way.,,corrected,,venue.QVVTLlZJQy4xMDAwNTQxMw==,foodboard.h5USbPl8Ojmw3OsMwG_hf,Japanese,Mr Miyaki,Ales Kaew_V2.docx,,,,,,
Alessia and Taz,Melbourne,Particle Cafe (transcribed as 'particle cinnamon'),I'm saying particle cinnamon.,,,corrected,,venue.QVVTLlZJQy4xMDAwMzQ2Nw==,,Vegan,particle cinnamon,Alessia and Taz_IG.docx,,,,,,
Alessia and Taz,Melbourne,Bawa Cafe (transcribed as 'bar bar cafe in Hawthorne'),Best chili scrambled eggs you'll ever eat in your life.,,,corrected,,venue.QVVTLlZJQy4xMDAwMTAzMg==,,Brunch | Coffee,bar bar cafe in Hawthorne,Alessia and Taz_IG.docx,,,,,,
Alessia and Taz,Melbourne,AFLOAT (transcribed as 'Arbery afloat'),"Best drinks, best music, such a great Sunday vibe.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjMxNw==,,,Arbery afloat,Alessia and Taz_IG.docx,,,,,,
Alessia and Taz,Melbourne,Viet Rose Cafe (transcribed as 'Vittroll cafe'),I really love a bun me from Vittroll cafe. It's out in Caroline Springs. You cannot go wrong.,I get it at least once a week.,,corrected,,venue.QVVTLlZJQy4xMDAwNjE5Nw==,,,Vittroll cafe,Alessia and Taz_IG.docx,,,,,,
Alessia and Taz,Melbourne,Gotham Doughnuts (transcribed as 'Gotham donuts'),"Gotham donuts, 100%. The vanilla slice slaps.","The vegan one and the non-vegan one, whatever you choose, you're not gonna go wrong.",,corrected,,venue.QVVTLlZJQy4xMDAwNjkzNA==,,Donut | Doughnut,Gotham donuts,Alessia and Taz_IG.docx,,,,,,
Alex Davis,Christchurch,Gatherings Restaurant,"It's like six-seat restaurant. Totally ship owned, operated. He does everything.","Guys name Julius, he's a good friend, it's brilliant.",,fuzzy_low,,,,,"Mapu, restaurant in Lilton",Alex Davis.docx,Gatherings Restaurant,56,South Garden Chinese Restaurant 南园中餐,49,Southern Asian Restaurant 潮州餐馆,48
Alex Davis,Christchurch,Lyttelton Coffee Co.,"And Lilton coffee clothes, if you're out that way.",,coffee,fuzzy_low,,,,,Lilton coffee clothes,Alex Davis.docx,Lyttelton Coffee Co.,54,Lillies,51,Sala Coffee,49
Alex Davis,Christchurch,Frances Nation Cafe,If you're in the city of Francis Nation.,,coffee,fuzzy_matched,,,,,Francis Nation,Alex Davis.docx,Frances Nation Cafe,83,Bailies Bar,42,Gatherings Restaurant,39
Alex Davis,Christchurch,Smash Palace,It's a great flight. It's a certain bird bus. It's been turned to a bar. It's all outdoors. Humming summer.,,,fuzzy_low,,,,,Smell your palace,Alex Davis.docx,Smash Palace,52,Sala Coffee,43,Salut Salut,41
Alex Davis,Christchurch,Salut Salut,Tastes lovely little wine bar that she's got. She's gonna be moving soon to an urban winery.,,wine bar,fuzzy_matched,,,,,Salut salut at the Welder,Alex Davis.docx,Salut Salut,93,Smash Palace,42,Gatherings Restaurant,41
Alex Davis,Christchurch,Vesuvio Jazz & Tapas Bar,"John from Massuvia. He's been going since the '90s, and he's still going strong, so respect for that.",,,fuzzy_low,,,,,Massuvia,Alex Davis.docx,Vesuvio Jazz & Tapas Bar,51,Mashawe Mediterranean BBQ,47,Gatherings Restaurant,38
Alex Munoz Labart,Gold Coast,Rick Shores (transcribed as 'Tropic and Rich Shores'),"They're on the same building, but they're on the sands. You got beach, you got booze, you got great food.",Hands down the best location on the belly if you're travelling.,,corrected,,venue.QVVTLkdDVC4xMDAwMDU5MA==,foodboard.XDQVEBHrzS1QIdq5bFuTA,Asian Fusion,Tropic and Rich Shores,Alex Munoz Labart.docx,,,,,,
Alex Munoz Labart,Gold Coast,MC's Sandwich House,"Not a cafe, but awesome sandwiches. Great, freaky, sausage and egg is my go-to.",,coffee,fuzzy_matched,,,,,M.C. sandwich house,Alex Munoz Labart.docx,MC's Sandwich House,75,Muso Japanese Ramen and Gyoza Bar Mermaid Beach,54,Kost Bar and Grill,50
Alex Munoz Labart,Gold Coast,Bar Evelyn (transcribed as 'by Evelyn'),"Hidden away in Kool and Gutter. Five minutes from the airport, everything's over woodfire.","Small place, great cocktails, awesome wine list.",,corrected,,venue.QVVTLkdDVC4xMDAwMDU0NA==,foodboard.XDQVEBHrzS1QIdq5bFuTA,Pizza,by Evelyn,Alex Munoz Labart.docx,,,,,,
Alex Munoz Labart,Gold Coast,Cantina,"Small bar, small seating, late-night meals, which is unheard of on the Gold Coast.",Small plates. Missy and Harry there do a fantastic job of bringing the vibe.,late night,fuzzy_low,,,,,cantina in mermaids,Alex Munoz Labart.docx,Cantina,67,The Gold Coast Lawn Bowls Club,54,Muso Japanese Ramen and Gyoza Bar Mermaid Beach,51
Alex Munoz Labart,Gold Coast,Costa Taco Palm Beach (transcribed as 'Costa Taco in Palm Beach'),"Simply tacos margaritas, you're in and out.","If you want to stay for a few, definitely my pick on my days off.",,corrected,,venue.QVVTLkdDVC4xMDAwMDU4NA==,foodboard.XDQVEBHrzS1QIdq5bFuTA,Taco | Mexican,Costa Taco in Palm Beach,Alex Munoz Labart.docx,,,,,,
Alex Prichard,Sydney,LuMi Dining (transcribed as 'Lumie and Piamon'),Federico and Lumi does such an incredible job.,"So many courses you leave rolling out of there, but everything's so delicious.",fine dining,corrected,,venue.QVVTLk5TVy4xMDAwMzIyMQ==,foodboard.dXNlci5DN1A3V29meERPVk0zb2NuQTFaeVh5N3d2U1Iy,Italian | Japanese,Lumie and Piamon,Alex Prichard.docx,,,,,,
Alex Prichard,Sydney,T Totaler (transcribed as 'tea total at the galleries'),"They do an incredible gunmo show with some roasted rice in it, phenomenal.",,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjU2NQ==,foodboard.dXNlci5DN1A3V29meERPVk0zb2NuQTFaeVh5N3d2U1Iy,,tea total at the galleries,Alex Prichard.docx,,,,,,
Alex Prichard,Sydney,Chat Thai (transcribed as 'chat tie'),Melissa Anderson from Chat Thai grows her own produce up in Byron.,"There's so many around everywhere, it's so well-priced.",,corrected,,venue.QVVTLk5TVy4xMDAwNjY5MA==,foodboard.dXNlci5DN1A3V29meERPVk0zb2NuQTFaeVh5N3d2U1Iy,Thai,chat tie,Alex Prichard.docx,,,,,,
Alex Prichard,Sydney,The Unicorn Hotel (transcribed as 'The unicorn in Paddington'),They've got probably the best Aussie pub menu in the world. Jake and Kenny do such a good job.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjU2Ng==,foodboard.dXNlci5DN1A3V29meERPVk0zb2NuQTFaeVh5N3d2U1Iy,,The unicorn in Paddington,Alex Prichard.docx,,,,,,
Alex Prichard,Sydney,Gelato Messina (transcribed as 'Messina'),"Denato from Messina. He has his own hails-and-up farm, his own dairy farm.","So many stores, and he does incredible work.",,corrected,,venue.QVVTLk5TVy4xMDAwNjU2OA==,foodboard.dXNlci5DN1A3V29meERPVk0zb2NuQTFaeVh5N3d2U1Iy,Ice Cream,Messina,Alex Prichard.docx,,,,,,
Alex Tintori,Melbourne,Cumulus Inc. (transcribed as 'Muzin'),"Focusing on local produce. Everything done is fairly simple, but it's done extremely well.",The service is refined.,,corrected,,venue.QVVTLlZJQy4xMDAwNTg1Ng==,,Modern Australian | European,Muzin,Alex Tintori.docx,,,,,,
Alex Tintori,Melbourne,Pulcinella (transcribed as 'Pulcinella on Teedynarut'),They're focusing on South Italian pastry. I like to have my coffee with the pastry.,"I like the cannolis, the Sfogliatina. They've got a few different ones, all excellent.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNzEzMQ==,,,Pulcinella on Teedynarut,Alex Tintori.docx,,,,,,
Alex Tintori,Melbourne,Gin Palace (transcribed as 'Jim Palace'),"I've been going there for many years, it's always consistent and always great.",A perfect centre location and drinks are fantastic.,,corrected,,venue.QVVTLlZJQy4xMDAwNjg4OQ==,,Cocktail,Jim Palace,Alex Tintori.docx,,,,,,
Alex Tintori,Melbourne,Cardwell Cellars (transcribed as 'Cardwell Celarina'),It's a little wine bar and bottle shop. They do bar foods and wine and spectacular.,A very refined wine list and the guys are super knowledgeable.,wine bar,corrected,,venue.QVVTLlZJQy4xMDAwNjQ2MA==,,Wine,Cardwell Celarina,Alex Tintori.docx,,,,,,
Alex Tintori,Melbourne,Il Caminetto,It's a community for me. I go there very often.,"It's perfect, the pizza is with fire and the produce on top of it, it's great.",,high,,venue.QVVTLlZJQy4xMDAwMDc1OQ==,,Italian | Pizza,Il Caminetto,Alex Tintori.docx,,,,,,
Alex Yu,Melbourne,Flower Drum Restaurant Melbourne (transcribed as 'Well drum'),The atmosphere and the service and the style is totally different vibe.,The Peking duck is really good and the rest of seafood is perfect.,,corrected,,venue.QVVTLlZJQy4xMDAwMDA2NQ==,,Chinese | Cantonese,Well drum,Alex Yu_IG.docx,,,,,,
Alex Yu,Melbourne,ACOFFEE (transcribed as 'A coffee in calling it'),"Very friendly service. Usually go for latte, in the hot day, I go for ice latte.","Whatever you choose, we are safe.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjYzNA==,,Coffee,A coffee in calling it,Alex Yu_IG.docx,,,,,,
Alex Yu,Melbourne,Byrdi (transcribed as 'Verde in CBD'),"They keep changing the menu. When I look for inspiration, I go there.","Ask for whatever's special, whatever you need on the menu.",,corrected,,venue.QVVTLlZJQy4xMDAwNTgyMg==,,Cocktail,Verde in CBD,Alex Yu_IG.docx,,,,,,
Alex Yu,Melbourne,Ondo melbourne (transcribed as 'Ondo'),It's a Korean brunch cafe. When I miss Korean food and when I miss my mom's food.,You get a little bit of side dishes and a little bit of soup.,,corrected,,venue.QVVTLlZJQy4xMDAwNjU5Mw==,,Korean,Ondo,Alex Yu_IG.docx,,,,,,
Alex Yu,Melbourne,UMINONO (transcribed as 'sushi up to'),"They do lunch omakase, they're takeaway selections, just amazing.","They're shoddy, it's just perfect.",,corrected,,venue.QVVTLlZJQy4xMDAwNTM1MA==,,Japanese,sushi up to,Alex Yu_IG.docx,,,,,,
Alexander Gregg,Brisbane,Essa Restaurant (transcribed as 'Esther and Fortitude Valley'),"Been there a couple of times, really loved it. It's great space, lovely wines.",It's awesome to go there for a snack.,,corrected,,venue.QVVTLkJORS4xMDAwMDA2NQ==,foodboard.nWFE9b9CMmrsEI8DYPpgW,Modern Australian,Esther and Fortitude Valley,Alexander Gregg.docx,,,,,,
Alexander Gregg,Brisbane,Death Before Decaf,I loved taking the dog for a walk there and getting a cold brew.,"Opened 24 hours I think, so it was really good for any time of the day.",coffee,high,,venue.QVVTLkJORS4xMDAwNTk0Nw==,foodboard.nWFE9b9CMmrsEI8DYPpgW,Coffee,Death before decaf,Alexander Gregg.docx,,,,,,
Alexander Gregg,Brisbane,Maeve (transcribed as 'Maeve Wine Bar'),"Amazing space, awesome. Ellie and the guys there doing a great job of the wine.",,wine bar,corrected,,venue.QVVTLkJORS4xMDAwNTkyMA==,foodboard.nWFE9b9CMmrsEI8DYPpgW,European,Maeve Wine Bar,Alexander Gregg.docx,,,,,,
Alexander Gregg,Brisbane,Breakfast Creek Hotel (transcribed as 'Brecky Creek hotel'),"Always a good steak, great beers. It's good to watch the footy.",It's been there for decades.,,corrected,,venue.QVVTLkJORS4xMDAwNjA2MA==,foodboard.nWFE9b9CMmrsEI8DYPpgW,,Brecky Creek hotel,Alexander Gregg.docx,,,,,,
Alexander Gregg,Brisbane,Enjoy Inn Chinatown (transcribed as 'enjoying in Chinatown'),Always look after boys when we go there for a feed.,,,corrected,,venue.QVVTLkJORS4xMDAwNDE2Mw==,foodboard.nWFE9b9CMmrsEI8DYPpgW,Chinese | Cantonese,enjoying in Chinatown,Alexander Gregg.docx,,,,,,
Alexi Spryidis,Sydney,The Malaya,"Unbelievable flavors. The laksa, the sambal. I've been here since 89.","You love your curries, you've got to go there.",,high,,venue.QVVTLk5TVy4xMDAwMzE0Nw==,foodboard.dXNlci44VEMwcjlRZTJnTnN1OENRa3c4RTZvdHhoenoy,Southeast Asian,The Malaya,Alexi Spryidis_IG_V4.docx,,,,,,
Alexi Spryidis,Sydney,Grind Espresso (transcribed as 'Crunala a grind'),The guy is sensational. He does different flavors of coffees as well.,"I've been drinking there for over 20 years. Beautiful place, nice and strong.",coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjY3OA==,foodboard.dXNlci44VEMwcjlRZTJnTnN1OENRa3c4RTZvdHhoenoy,Coffee,Crunala a grind,Alexi Spryidis_IG_V4.docx,,,,,,
Alexi Spryidis,Sydney,Le Salle Dining by Bar Chaplin (transcribed as 'La Salle in Surrey Hills'),"Very nice, cozy little restaurant. On the fine dining side, but not with the price.","The way they serve you, they make you feel very comfortable.",fine dining,corrected,,venue.QVVTLk5TVy4xMDAwNjY3OQ==,foodboard.dXNlci44VEMwcjlRZTJnTnN1OENRa3c4RTZvdHhoenoy,European | Modern European,La Salle in Surrey Hills,Alexi Spryidis_IG_V4.docx,,,,,,
Alexi Spryidis,Sydney,Mercantile Hotel (Irish Pub) (transcribed as 'The Mercantole in the rocks'),"Such a good vibe. Easy going, love my Guinness, they make a good Guinness there.","The band's always been good, gets everyone up and dancing.",,corrected,,venue.QVVTLk5TVy4xMDAwNjY4MA==,foodboard.dXNlci44VEMwcjlRZTJnTnN1OENRa3c4RTZvdHhoenoy,Irish,The Mercantole in the rocks,Alexi Spryidis_IG_V4.docx,,,,,,
Alexi Spryidis,Sydney,Mapo Newtown (transcribed as 'Mapple in Newtown'),The ice creams are sensational. They do like 12 flavors.,That is a good spot to go for an ice cream. It's nice and soft.,,corrected,,venue.QVVTLk5TVy4xMDAwNjYwMA==,foodboard.dXNlci44VEMwcjlRZTJnTnN1OENRa3c4RTZvdHhoenoy,Ice Cream,Mapple in Newtown,Alexi Spryidis_IG_V4.docx,,,,,,
